refcode,Exp logS Average,MinAbsPartialCharge,NumRadicalElectrons,HeavyAtomMolWt,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MinPartialCharge,ExactMolWt,MolWt,NumValenceElectrons,MinEStateIndex,MinAbsEStateIndex,MaxPartialCharge,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,AlogP,MLogP,XLogP,MW,Tm
UGAHUF,-1.98,0.139098746,0,136.109,11.573125,0.299064289,11.573125,-0.299064289,152.1201151,152.237,62,0.025462963,0.025462963,0.139098746,2.474151724,216.9126669,8.276020882,7.606918903,7.606918903,4.9829988,4.516402642,4.516402642,4.916693658,4.916693658,4.482763802,4.482763802,2.901465647,2.901465647,-0.33,358.4046217,7.326147454,1.701311023,0.604769179,68.17358985,0,5.783244946,0,0,0,0,4.794537184,0,0,0,20.7712116,24.17453976,11.83581209,0,4.794537184,5.783244946,0,0,16.74788699,40.03367647,0,0,0,0,0,0,0,0,5.783244946,4.794537184,16.74788699,40.03367647,0,0,0,0,17.07,0,4.794537184,0,10.82998094,11.70115099,12.84164325,6.420821623,0,0,20.7712116,0,0,0,0,0,0,0,0,0,0,23,0.9,11,0,1,2,0,2,0,0,0,1,0,1,0,2,0,2,2,44.236,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4017,2.45,2.127,152.235,452
ANDRSO,-6.7,0.138555284,0,244.208,12.36735032,0.299087211,12.36735032,-0.299087211,274.2296656,274.448,112,0.068482261,0.068482261,0.138555284,1.660365322,427.4821867,13.95781916,13.28871718,13.28871718,9.555313998,9.08871784,9.08871784,8.820708519,8.820708519,8.292285328,8.292285328,7.066216801,7.066216801,-0.33,60096.67487,13.34104827,4.335064834,1.584401725,123.4464066,0,5.783244946,0,0,0,0,4.794537184,0,0,0,26.68911765,74.03236601,11.83581209,0,4.794537184,5.783244946,0,0,34.50160512,78.05569063,0,0,0,0,0,0,0,0,5.783244946,4.794537184,34.50160512,78.05569063,0,0,0,0,17.07,0,4.794537184,0,5.414990469,11.19823542,30.09244581,57.78739461,0,0,13.8474744,0,0,0,0,0,0,0,0,0,0,35.5,0.947368421,20,0,1,4,0,4,0,0,0,1,0,1,0,4,0,4,4,81.351,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9883,3.44,6.385,274.44,395.15
ZZZMUC06,-3.25778833,0.258302312,0,222.092,10.53175926,0.285563787,10.53175926,-0.258302312,227.0178349,227.132,84,-0.917222222,0.207777778,0.285563787,3.572754538,461.8906851,12.45566545,7.945831068,7.945831068,7.341111713,3.920966047,3.920966047,2.880350868,2.880350868,1.941837229,1.941837229,1.154222878,1.154222878,-2.58,2479.518362,11.49451565,3.884564421,1.918891634,87.7552724,0,5.563451492,0,0,17.06215882,0,30.34295481,0,0,0,0,6.9237372,0,26.90266728,14.76993315,17.06215882,0,0,0,6.9237372,0,48.03914043,0,0,0,17.06215882,0,0,14.76993315,0,37.26669201,5.563451492,12.13273414,0,0,0,129.42,31.83209197,30.34295481,0,5.563451492,12.13273414,0,6.9237372,0,0,0,0,0,0,0,0,0,0,0,0,0,60.66666667,0.142857143,16,0,9,0,0,0,1,0,1,6,0,9,3,0,0,0,1,51.1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71962,1.24,1.924,227.13,355.15
LACLAC,-2.35249124,0.279475438,0,218.104,10.94842593,0.365583428,10.94842593,-0.365583428,225.0385703,225.16,84,-0.940462963,0.016759259,0.279475438,3.572754538,461.4423041,12.45566545,8.167719451,8.167719451,7.341111713,4.075010157,4.075010157,3.015926577,3.015926577,2.038013562,2.038013562,1.235083385,1.235083385,-2.51,2479.518362,11.56412898,3.927521571,1.945948463,88.96865159,5.733667477,0,0,5.907179729,11.37477255,0,25.02317372,0,0,0,0,6.9237372,11.62981856,21.47644066,14.64115928,17.28195228,0,0,5.733667477,6.9237372,0,43.48827366,0,0,5.733667477,11.37477255,0,0,15.75380183,0,27.15237374,15.92144017,12.13273414,0,0,0,129.37,27.12857438,25.02317372,0,11.12690298,0,12.13273414,6.9237372,0,0,0,5.733667477,0,0,0,0,0,0,0,0,0,57.33333333,0.125,16,2,8,0,0,0,1,0,1,5,1,8,3,0,0,0,1,53.0057,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91032,1.46,0.919,225.16,453.65
MANTHR01,-5.884312108,0.014833075,0,180.165,2.261574074,0.061629019,2.261574074,-0.061629019,192.0939004,192.261,72,1.3275,1.3275,-0.014833075,2.59796836,581.6567221,10.25071238,8.696152423,8.696152423,7.360173345,5.232050808,5.232050808,3.943838465,3.943838465,3.040597895,3.040597895,2.241372498,2.241372498,-1.82,4959.094332,8.485285194,3.094623447,1.218907543,89.1596743,0,0,0,0,0,0,0,0,0,0,48.53093655,40.09845262,0,0,0,21.54489686,0,0,0,6.9237372,0,60.16075511,0,0,0,0,0,0,0,0,6.9237372,5.563451492,54.59730362,0,21.54489686,0,0,0,0,0,0,0,0,27.10834835,0,0,61.52104082,0,0,0,0,0,0,0,0,0,0,28.33333333,0.066666667,15,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,66.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30142,3.11,4.991,192.26,351.15
HISBOB,-3.28368559,0.33596221,0,184.106,10.98969152,0.504242212,10.98969152,-0.504242212,192.0422587,192.17,72,-0.472139078,0.227362056,0.33596221,2.956202644,553.7859331,10.29252874,7.44297458,7.44297458,6.5753874,4.041636839,4.041636839,3.085529797,3.085529797,2.046506423,2.046506423,1.342625826,1.342625826,-1.97,1472.843017,8.620407991,2.765766296,1.207057885,79.03281619,14.63020573,5.583020142,11.49902367,0,0,5.625586319,0,4.794537184,0,0,0,18.55355576,17.51895835,0,14.63020573,10.96924436,0,0,0,6.9237372,0,34.1826762,0,11.49902367,5.625586319,0,11.49902367,0,10.21305479,0,6.9237372,5.563451492,27.41078933,0,10.96924436,0,70.67,5.625586319,15.00759197,0,17.08204381,10.94967571,0,18.19910121,6.9237372,0,0,4.417150937,0,0,0,0,0,0,0,0,4.85162037,35.64837963,0.1,14,2,4,0,0,0,1,1,2,4,2,4,0,0,0,0,2,50.5506,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51262,2.12,1.515,192.17,555
TOXXIN,-2.461,0.287061431,0,218.151,11.55210632,0.360911356,11.55210632,-0.360911356,231.1007767,231.255,88,-0.307610072,0.266723776,0.287061431,1.811845175,493.4616653,12.08757567,9.434918573,9.434918573,8.254020195,5.259569927,5.259569927,3.61607867,3.61607867,2.197861213,2.197861213,1.35984278,1.35984278,-2.14,11452.8462,11.34851155,5.26764573,3.154498751,98.78003971,4.523094937,5.760247419,5.693927995,0,5.907179729,0,10.22032858,5.425791397,0,0,35.4884986,12.48718869,12.61112347,0,9.317632121,5.907179729,0,16.00824605,0,13.46849361,0,53.41582932,0,0,10.85158279,0,0,0,11.06384299,6.544756406,6.9237372,21.81216409,40.92129735,0,0,0,67.16,0,4.794537184,0,11.60110772,12.30500382,5.563451492,0,12.99010427,30.33183534,16.00824605,4.523094937,0,0,0,0,0,0,0,0,4.811627373,35.85503929,0.166666667,17,2,5,0,0,0,1,1,2,4,2,5,4,0,0,0,2,61.9879,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41762,2.23,2.389,231.25,378.65
MBPHOL01,-5.564961804,0.122540495,0,196.164,10.38449074,0.507340695,10.38449074,-0.507340695,220.1827154,220.356,90,-0.01775463,0.01775463,0.122540495,3.507848338,353.8715828,12.72361464,11.60191413,11.60191413,7.031710636,5.878307336,5.878307336,6.708649137,6.708649137,2.870282751,2.870282751,1.922235323,1.922235323,-0.98,1617.208228,13.0865779,3.796604616,2.576613217,99.5101159,5.106527395,5.749511833,0,0,0,0,0,0,0,0,59.23860883,28.88062112,0,0,5.106527395,0,0,0,0,59.29614134,0,28.82308861,0,5.749511833,0,0,5.749511833,0,5.106527395,10.82998094,6.9237372,58.23277767,12.13273414,0,0,0,20.23,0,5.106527395,0,10.82998094,5.749511833,11.12690298,5.563451492,0,0,60.59889453,0,0,0,0,0,0,0,0,0,0,33.16666667,0.6,16,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,70.2438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29562,3,5.265,220.35,342.5
TMBZAC01,-2.356234855,0.335723121,0,152.108,10.75389267,0.477624826,10.75389267,-0.477624826,164.0837296,164.204,64,-0.842592593,0.431111111,0.335723121,3.379814336,303.6056187,9.300964908,7.510162424,7.510162424,5.519744508,3.832431481,3.832431481,3.078870039,3.078870039,1.890895109,1.890895109,1.517361929,1.517361929,-1.31,348.7750034,8.78354537,2.972469744,1.471139489,71.84692743,5.106527395,0,0,0,0,5.969305288,0,4.794537184,0,0,17.69618563,31.89811458,0,5.563451492,9.901064579,5.969305288,0,0,0,20.7712116,0,34.3865401,0,0,0,0,0,0,11.07583268,0,20.7712116,27.04834315,12.13273414,0,0,0,37.3,5.969305288,4.794537184,0,0,5.563451492,16.69035448,0,0,32.90394574,0,5.106527395,0,0,0,0,0,0,0,0,0,31.33333333,0.3,12,1,2,0,0,0,1,0,1,1,1,2,1,0,0,0,1,47.6123,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31006,2.34,2.948,164.2,423.15
SOPLAL,-3.409463945,0.039754683,0,108.099,2.1875,0.056365285,2.1875,-0.056365285,120.0939004,120.195,48,1.354166667,1.354166667,-0.039754683,3.16567031,160.8005151,6.853371151,6.232050808,6.232050808,4.18154055,3.232050808,3.232050808,2.665063509,2.665063509,1.366025404,1.366025404,1.202350269,1.202350269,-0.78,85.75693819,6.341654501,2.218872017,1.562760731,56.52622946,0,0,0,0,0,0,0,0,0,0,34.88945568,20.7712116,0,0,0,0,0,0,0,20.7712116,0,34.88945568,0,0,0,0,0,0,0,0,20.7712116,16.69035448,18.19910121,0,0,0,0,0,0,0,0,0,0,16.69035448,0,0,38.9703128,0,0,0,0,0,0,0,0,0,0,17,0.333333333,9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,40.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61186,2.45,3.333,132.1,227
CABVAD,-0.539362904,0.037799903,0,110.095,4.234444444,0.25846768,4.234444444,-0.25846768,121.0891494,121.183,48,1.104166667,1.104166667,0.037799903,3.16567031,165.3298402,6.853371151,6.101914134,6.101914134,4.18154055,3.101914134,3.101914134,2.427258224,2.427258224,1.225822623,1.225822623,1.043363878,1.043363878,-0.85,85.75693819,6.272699387,2.175236783,1.525354421,55.74587744,0,0,0,0,0,0,4.983978521,0,0,0,0,38.46739723,11.38785599,0,0,0,0,4.983978521,0,20.7712116,0,29.08404162,0,0,0,0,0,0,4.983978521,0,20.7712116,16.95130748,12.13273414,0,0,0,12.89,0,0,0,0,0,11.38785599,5.563451492,0,13.8474744,24.04044986,0,0,0,0,0,0,0,0,0,0,18,0.375,9,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,38.448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.00686,2.23,1.837,121.18,230
CMPXPA,-2.55,0.344093957,0,203.56,10.53081552,0.478759122,10.53081552,-0.478759122,214.0396719,214.648,76,-0.986712963,0.545648148,0.344093957,2.817664885,349.2203894,10.71517847,7.951075726,8.707004672,6.502907755,4.160598861,4.538563334,3.008136253,3.444572033,1.788491235,2.023588337,0.985905417,1.212562914,-1.22,1093.6085,10.85824726,4.330313101,2.635383945,87.26373889,9.843390349,5.749511833,6.103966388,0,0,5.969305288,0,4.794537184,0,0,11.60093989,37.6100271,5.022633314,0,14.63792753,17.57024518,0,0,0,19.95144079,0,28.78518601,0,5.749511833,4.736862954,0,5.749511833,11.60093989,17.17979907,4.794537184,6.9237372,12.48718869,18.19910121,5.022633314,0,0,46.53,12.07327168,4.794537184,0,0,10.77214515,5.563451492,6.9237372,18.19910121,6.9237372,0,21.44433024,0,5.744162765,0,0,0,0,0,0,0,32.86694835,0.3,14,1,3,0,0,0,1,0,1,2,1,4,3,0,0,0,1,53.9148,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50032,2.12,2.693,214.65,363
FAGSUB02,-1.281429902,0.127400041,0,114.087,5.408333333,0.38358146,5.408333333,-0.38358146,123.0796473,123.159,48,0.541666667,0.541666667,0.127400041,3.16567031,169.0651777,6.853371151,5.549127729,5.549127729,4.18154055,2.760452595,2.760452595,1.981404894,1.981404894,0.985829709,0.985829709,0.745623198,0.745623198,-1.12,85.75693819,6.006903553,2.009487457,1.384108997,53.94047401,5.733667477,11.64226728,0,0,0,0,0,9.967957042,0,0,0,13.8474744,11.76029506,0,0,5.817862778,0,9.967957042,0,13.8474744,5.733667477,17.58469956,0,0,5.733667477,5.817862778,0,0,9.967957042,0,13.8474744,11.51833249,6.066367068,0,0,0,51.8,0,0,0,0,5.817862778,11.51833249,0,6.066367068,13.8474744,9.967957042,5.733667477,0,0,0,0,0,0,0,0,0,21,0.333333333,9,2,3,0,0,0,0,1,1,3,1,3,0,0,0,0,1,35.9184,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67564,1.79,0.27,123.16,425
MAAZBZ,-4.507643875,0.08856931,0,210.175,5.747819291,0.398512014,5.747819291,-0.398512014,225.1265975,225.295,86,0.777631173,0.777631173,0.08856931,2.262725897,559.1438224,12.25071238,10.01322934,10.01322934,8.164703798,5.501272871,5.501272871,4.027377586,4.027377586,2.6420428,2.6420428,1.509300567,1.509300567,-2.16,8193.698712,11.32910825,4.783666224,2.693236378,101.0050501,5.733667477,0,0,0,0,0,0,0,10.22850025,0,18.19910121,49.23984566,5.687386275,11.37477255,0,17.06215882,0,0,10.22850025,13.8474744,5.733667477,53.59147246,0,0,5.733667477,17.06215882,0,0,0,0,13.8474744,11.12690298,52.69306973,0,0,0,50.74,0,0,0,0,0,28.18906181,0,0,56.31204388,10.22850025,5.733667477,0,0,0,0,0,0,0,0,0,36.33333333,0.142857143,17,2,3,0,0,0,2,0,2,3,1,3,2,0,0,0,2,70.9464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30104,2.67,3.775,225.29,374.65
SLFNMB01,-2.76,0.262637665,0,242.195,11.88854308,0.398727717,11.88854308,-0.398727717,253.0521122,253.283,90,-3.644814815,0.117919501,0.262637665,2.276726284,616.5006094,12.46625533,9.044308372,9.860804953,7.971163678,4.789279361,6.272442609,3.497337028,5.17973927,2.05729948,3.427934409,1.258075423,2.241837423,-2.02,7651.767069,11.46496165,4.095983503,2.562862976,98.46930176,10.25676241,5.760247419,5.817862778,0,10.02329115,0,4.722094864,8.417796984,0,0,5.156663257,31.18920547,11.75375334,4.895483476,12.94089192,21.52854021,0,5.156663257,0,11.81922068,10.45576234,36.09208276,0,0,10.45576234,11.50524905,0,0,13.57446024,10.02329115,6.9237372,5.760247419,39.75041375,0,0,0,98.22,10.02329115,8.417796984,0,10.71334625,11.44763369,0,30.33183534,6.9237372,0,9.878758122,10.25676241,0,-3.644814815,0,0,0,0,0,0,28.54550459,21.68264356,0.1,17,3,6,0,0,0,1,1,2,5,2,7,3,0,0,0,2,62.9029,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.36602,1.79,1.181,253.28,443.15
SLFNMB02,-2.903,0.262637665,0,242.195,11.88854308,0.398727717,11.88854308,-0.398727717,253.0521122,253.283,90,-3.644814815,0.117919501,0.262637665,2.276726284,616.5006094,12.46625533,9.044308372,9.860804953,7.971163678,4.789279361,6.272442609,3.497337028,5.17973927,2.05729948,3.427934409,1.258075423,2.241837423,-2.02,7651.767069,11.46496165,4.095983503,2.562862976,98.46930176,10.25676241,5.760247419,5.817862778,0,10.02329115,0,4.722094864,8.417796984,0,0,5.156663257,31.18920547,11.75375334,4.895483476,12.94089192,21.52854021,0,5.156663257,0,11.81922068,10.45576234,36.09208276,0,0,10.45576234,11.50524905,0,0,13.57446024,10.02329115,6.9237372,5.760247419,39.75041375,0,0,0,98.22,10.02329115,8.417796984,0,10.71334625,11.44763369,0,30.33183534,6.9237372,0,9.878758122,10.25676241,0,-3.644814815,0,0,0,0,0,0,28.54550459,21.68264356,0.1,17,3,6,0,0,0,1,1,2,5,2,7,3,0,0,0,2,62.9029,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.36602,1.79,1.181,253.28,443.15
NEZNAH,-0.068870301,0.251338696,0,94.049,8.448194444,0.491104596,8.448194444,-0.491104596,99.0320284,99.089,38,-0.05787037,0.05787037,0.251338696,3.042002767,141.9783335,5.276020882,3.880025751,3.880025751,3.2876937,1.911262196,1.911262196,1.295761053,1.295761053,0.615527301,0.615527301,0.353269289,0.353269289,-0.99,46.67048278,4.176389351,1.255629293,0.707466182,40.55591254,9.629622332,5.760247419,0,0,5.879988336,0,0,0,0,0,0,12.08040046,6.066367068,0,9.629622332,0,0,5.156663257,0,6.9237372,0,11.82661449,0,5.879988336,0,0,5.879988336,0,10.26319065,0,6.9237372,5.760247419,10.58946201,0,0,0,46.26,0,0,0,5.879988336,5.760247419,0,6.066367068,6.9237372,0,9.679758194,5.106527395,0,0,0,0,0,0,0,0,4.46412037,15.36921296,0.25,7,1,3,0,0,0,0,1,1,3,1,3,0,0,0,0,1,22.9048,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68862,1.57,0.631,99.09,357.65
ZZZVCO05,0.935280016,0.180109274,0,102.072,10.33833333,0.618693244,10.33833333,-0.618693244,109.0527638,109.128,42,0.770833333,0.770833333,0.180109274,3.032455532,147.3883389,5.983127663,4.664862963,4.664862963,3.7876937,2.442988901,2.442988901,1.735382375,1.735382375,0.968703339,0.968703339,0.487307809,0.487307809,-1.05,70.79892376,5.093884892,1.820041509,0.964169346,47.97423695,5.207253025,0,12.39368714,0,0,0,0,0,4.730407642,0,0,12.48718869,12.13273414,0,4.730407642,0,0,0,0,6.9237372,0,35.2971258,0,0,4.730407642,0,0,0,0,0,12.13099022,5.563451492,24.52642128,0,0,0,26.94,0,5.207253025,0,0,0,10.29385913,12.39368714,12.13273414,6.9237372,0,0,0,0,0,0,0,0,0,0,0,20.66666667,0.166666667,8,0,2,0,0,0,0,1,1,1,0,2,0,0,0,0,1,30.139,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.62842,1.9,1.772,116.07,463
NITOLU01,-2.490435469,0.258309636,0,130.082,10.11778156,0.268941456,10.11778156,-0.258309636,137.0476785,137.138,52,-0.403333333,0.144074074,0.268941456,3.003400685,240.2879489,7.560477932,5.573111253,5.573111253,4.698377303,2.910122374,2.910122374,2.092658944,2.092658944,1.244789889,1.244789889,0.666479591,0.666479591,-1.38,180.9125147,6.736009281,2.473196904,1.312840333,58.44932096,0,0,0,0,5.687386275,0,10.11431827,0,0,0,17.69618563,6.9237372,12.13273414,4.923311049,4.923311049,5.687386275,0,0,0,6.9237372,0,39.94323803,0,0,0,5.687386275,0,0,4.923311049,0,17.03805547,5.563451492,24.26546827,0,0,0,43.14,4.923311049,10.11431827,0,5.687386275,0,5.563451492,12.13273414,12.13273414,6.9237372,0,0,0,0,0,0,0,0,0,0,0,29.33333333,0.142857143,10,0,3,0,0,0,1,0,1,2,0,3,1,0,0,0,1,37.8334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90322,1.9,2.351,137.14,327
